Title,author
The Spears of Laconia (Purge of Babylon) (Volume 7),Sam Sisavath
A Canticle for Leibowitz,Walter M. Miller Jr.
Tales from the Loop,Simon Stålenhag
The Borrowed World: A Novel of Post-Apocalyptic Collapse (Volume 1),Franklin Horton
The Survivalist (Finest Hour),Dr. Arthur T Bradley
The Toymaker (Holding Their Own) (Volume 10),Joe Nobody
The Golden Princess: A Novel of the Change (Change Series),S. M. Stirling
Nemesis: Inception (Volume 1),G. Michael Hopf
The Dead Won't Die (Deadlands),Joe Mckinney
"Prophet, Vol. 1: Remission",Simon Roy
Prophet Volume 4: Joining (Prophet Tp),Brandon Graham
The Survivalist (Battle Lines),Dr. Arthur T Bradley
Extinction Horizon (The Extinction Cycle) (Volume 1),Nicholas Sansbury Smith
How to Survive a Sharknado and Other Unnatural Disasters: Fight Back When Monsters and Mother Nature Attack,Andrew Shaffer
The Defiant: Grid Down (Volume 1),John W Vance
Lazarus Volume 3: Conclave (Lazarus Tp),Greg Rucka
Ship of the Dead (An Omega Days Novel),John L. Campbell
The Survivalist (Madness Rules),Dr. Arthur T Bradley
Omega Days (An Omega Days Novel),John L. Campbell
Extinction Edge (Extinction Cycle) (Volume 2),Nicholas Sansbury Smith
The Prepper Part Two: Kings (Volume 2),Karl A.D. Brown
Claimed: An Outlaws Novel (The Outlaws Series),Elle Kennedy
Last Stand: Turning the Tide,William H. Weber
Drifters (An Omega Days Novel),John L. Campbell
Last Stand: Patriots,William H. Weber
Under a Graveyard Sky (Black Tide Rising),John Ringo
Spin,Robert Charles Wilson
Last Stand: Surviving America's Collapse,William H. Weber
Last Stand: Warlords,William H. Weber
Prophet Volume 2: Brothers TP,Brandon Graham
The Defiant: An Unbeaten Path (The Defiant Series) (Volume 2),John W. Vance
The Illustrated Man,Ray Bradbury
Welcome to the Monkey House: Stories,Kurt Vonnegut
"Alas, Babylon",Pat Frank
"Kurt Vonnegut: Novels & Stories 1963-1973: Cat's Cradle / God Bless You, Mr. Rosewater / Slaughterhouse-Five / Breakfast of Champions / Stories (Library of America, No. 216)",Kurt Vonnegut
Necronomicon: The Best Weird Tales of H.P. Lovecraft (Commemorative Edition),H. P. Lovecraft
On the Beach,Nevil Shute
Earth Abides,George R. Stewart
X-Files: Trust No One,Brian Keene
"Chapterhouse: Dune (Dune Chronicles, Book 6)",Frank Herbert
Press Start to Play (A Vintage original),Daniel H. Wilson
The Wesleyan Anthology of Science Fiction,
A Sound of Thunder and Other Stories,Ray Bradbury
Flowers for Algernon,Daniel Keyes
Burning Chrome,William Gibson
Kurt Vonnegut: Novels & Stories 1950-1962: Player Piano / The Sirens of Titan /: Library of America #226,Kurt Vonnegut
The Blazing World and Other Writings (Penguin Classics),Margaret Cavendish
The Wind's Twelve Quarters,Ursula K. Le Guin
Ingathering: The Complete People Stories of Zenna Henderson,Zenna Henderson
Doctor Who: Summer Falls and Other Stories,Amelia Williams
Sisters of the Revolution: A Feminist Speculative Fiction Anthology,
Vic and Blood,Harlan Ellison
The Age of Darkness (Horus Heresy),
The Philip K. Dick Reader,Philip K. Dick
The King of Elfland's Daughter (Del Rey Impact),Lord Dunsany
Midnight Robber,Nalo Hopkinson
"The Complete Stories, Vol. 2",Isaac Asimov
State of the Art,Ian Banks
Tales from Jabba's Palace (Star Wars) (Book 2),
"Welcome to the Monkey House, The Special Edition",Kurt Vonnegut
Axiomatic: Short Stories of Science Fiction,Greg Egan
"I, Robot (The Robot Series)",Isaac Asimov
Halo: Evolutions: Essential Tales of the Halo Universe,Tobias S. Buckell
Dangerous Visions (SF Masterworks),
Frankenstein (Signet Classics),Mary Shelley
The Dark Descent,Clive Barker
"The Bastion Wars (Warhammer 40,000 Novels)",Henry Zou
Tales of Heresy (The Horus Heresy),
Masterpieces of Terror and the Supernatural: A Treasury of Spellbinding Tales Old and New,Saralee Kaye
So Long Been Dreaming: Postcolonial Science Fiction & Fantasy,
Dreamweaver's Dilemma,Lois McMaster Bujold
"Complete Stories of Robert Bloch: Final Reckonings (Complete Stories of Robert Bloch, Volume 1)",Robert Bloch
World War Cthulhu: A Collection of Lovecraftian War Stories,Brian M. Sammons
The Year's Best Science Fiction: Thirty-Second Annual Collection,
The Accidental Time Machine,Joe Haldeman
About Time: 12 Short Stories,Jack Finney
"A New Dawn: The Complete Don A. Stuart Stories (Nesfa's Choice Series, Volume 22)",John W. Campbell
The Extraordinary Journeys: Around the World in Eighty Days (Oxford World's Classics),Jules Verne
The Year's Best Science Fiction: Thirtieth Annual Collection,
Wild Cards I,Wild Cards Trust
"A Liaden Universe Constellation, Vol. 2",Sharon Lee
Robert Heinlein's Expanded Universe: Volume Two,Robert A. Heinlein
William Shakespeare's Star Wars,Ian Doescher
Luna: New Moon,Ian McDonald
Dining With The Doctor: The Unauthorized Whovian Cookbook,Chris-Rachael Oseland
Star Wars: A New Dawn,John Jackson Miller
"Dynasty of Evil (Star Wars: Darth Bane, Book 3)",Drew Karpyshyn
"Rule of Two (Star Wars: Darth Bane, Book 2)",Drew Karpyshyn
Star Wars: The Old Republic - Deceived (Star Wars: The Old Republic - Legends),Paul S. Kemp
Star Wars Trilogy,George Lucas
"Star Wars: The Prequel Trilogy (Episodes I, II & III)",Terry Brooks
Endymion (Hyperion),Dan Simmons
Lightless,C.A. Higgins
Blue Mars (Mars Trilogy),Kim Stanley Robinson
Kenobi: Star Wars (Star Wars - Legends),John Jackson Miller
Book of Sith: Secrets from the Dark Side [Vault Edition],Daniel Wallace
William Shakespeare's The Jedi Doth Return (William Shakespeare's Star Wars),Ian Doescher
Star Wars Millennium Falcon: Owner's Workshop Manual,Ryder Windham
The Rise of Endymion (Hyperion),Dan Simmons
The Art of The Mass Effect Universe,Casey Husdon
Remnant Population,Elizabeth Moon
Heretics of Dune,Frank Herbert
How to Live Safely in a Science Fictional Universe: A Novel,Charles Yu
The Road to Hell (Multiverse Series),David Weber
Fatal Alliance (Star Wars: The Old Republic) (Star Wars: The Old Republic - Legends),Sean Williams
Seekers: All That's Left (Star Trek: The Original Series),Dayton Ward
The Abyss Beyond Dreams: A Novel of the Commonwealth (Commonwealth: Chronicle of the Fallers),Peter F. Hamilton
"Rogue Squadron (Star Wars: X-Wing Series, Book 1)",Michael A. Stackpole
Annihilation: Star Wars (The Old Republic) (Star Wars: The Old Republic - Legends),Drew Karpyshyn
Clockwork Lives,Kevin J. Anderson
Carter & Lovecraft,Jonathan L. Howard
Dragon Blood - Omnibus,Lindsay Buroker
Coloring With Your Octopus: A Coloring Book For Domesticated Cephalopods,Brian Kesinger
The Brothers Cabal (Johannes Cabal Novels),Jonathan L. Howard
Bridge Worlds: Deep Flux,Randy Jr. Blackwell
"The Parasol Protectorate Boxed Set: Soulless, Changeless, Blameless, Heartless and Timeless",Gail Carriger
Walking Your Octopus: A Guidebook to the Domesticated Cephalopod,Brian Kesinger
Aether Legion,Winfield H. Strock III
Clockwork Angels,Kevin J. Anderson
Fall of Sky City (Devices of War) (Volume 1),SM Blooding
Soulless (The Parasol Protectorate),Gail Carriger
Elements of Blood,Brandan Chapman
Prudence (The Custard Protocol),Gail Carriger
"The Steampunk Adventurer's Guide: Contraptions, Creations, and Curiosities Anyone Can Make",Thomas Willeford
The Dragons of Dorcastle (The Pillars of Reality) (Volume 1),Jack Campbell
The Map of Chaos: A Novel (The Map of Time Trilogy),Félix J. Palma
Twentieth Century Eve: And Other Stories (The Collected Adventures of Lorna Lockheed) (Volume 1),C William Perkins
Vermilion,Molly Tanzer
"How to Draw Steampunk: Discover the secrets to drawing, painting, and illustrating the curious world of science fiction in the Victorian Age (Fantasy Underground)",Allison DeBlasio
The Heartless City,Andrea Berthot
"1,000 Steampunk Creations: Neo-Victorian Fashion, Gear, and Art (1000 Series)",Dr. Grymm
Johannes Cabal: The Fear Institute (Johannes Cabal Novels),Jonathan L. Howard
Heartless (The Parasol Protectorate),Gail Carriger
The Hidden Masters of Marandur (The Pillars of Reality) (Volume 2),Jack Campbell
Changeless (The Parasol Protectorate),Gail Carriger
The Rise of the Automated Aristocrats: A Burton & Swinburne Adventure,Mark Hodder
Clockwork Angels: The Watchmaker's Edition,Kevin J. Anderson
Traveling With Your Octopus,Brian Kesinger
The Great Abraham Lincoln Pocket Watch Conspiracy: A Novel,Jacopo della Quercia
Blameless (The Parasol Protectorate),Gail Carriger
The Diamond Conspiracy: A Ministry of Peculiar Occurrences Novel (A Peculiar Occurrences Novel),Philippa Ballantine
The Steampunk Tarot: Wisdom from the Gods of the Machine,John Matthews
Timeless (Parasol Protectorate),Gail Carriger
The Demolished Man,Alfred Bester
Steampunk Soldiers: Uniforms and Weapons from the Age of Steam (Open Book Adventures),Philip Smith
Nefertiti's Heart,A. W. Exley
The Devious Dr. Jekyll: An Electric Empire Novel (Electric Empire Novels),Viola Carr
Cold Steel (The Spiritwalker Trilogy),Kate Elliott
The Hanged Man,P. N. Elrod
Rising Tide,RAJAN KHANNA
Dawn's Early Light (Ministry of Peculiar Occurrences),Pip Ballantine
War of the Worlds: The Anglo-Martian War of 1895 (Dark),Mike Brunton
Ganymede (The Clockwork Century),Cherie Priest
The Shotgun Arcana,R. S. Belcher
Karen Memory,Elizabeth Bear
The Geomancer: Vampire Empire: A Gareth and Adele Novel,Clay and Susan Griffith
Fiddlehead (The Clockwork Century),Cherie Priest
The Return of the Discontinued Man: A Burton & Swinburne Adventure,Mark Hodder
Dreadnought (The Clockwork Century),Cherie Priest
The Undying Legion: Crown & Key,Clay and Susan Griffith
The Inexplicables (The Clockwork Century),Cherie Priest
A Study in Ashes: Book Three in The Baskerville Affair,Emma Jane Holloway
Dancing with Bears: A Darger & Surplus Novel,Michael Swanwick
The Ripper Affair (Bannon and Clare),Lilith Saintcrow
The Iqaluk Chronicles: Last Storm,Loreli McCole
The Secret of Abdu El Yezdi: A Burton & Swinburne Adventure,Mark Hodder
A Study in Darkness: Book Two in The Baskerville Affair,Emma Jane Holloway
Expedition to the Mountains of the Moon (A Burton & Swinburne Adventure),Mark Hodder
The Mammoth Book of Steampunk,
The Affinity Bridge (Newbury & Hobbes),George Mann
The Conquering Dark: Crown & Key,Clay Griffith
Beneath London (Langdon St. Ives),James P. Blaylock
The Strange Affair of Spring Heeled Jack (A Burton & Swinburne Adventure),Mark Hodder
Falling Sky,Rajan Knanna
Cold Fire (The Spiritwalker Trilogy),Kate Elliott
The Emperor's Edge,Lindsay Buroker
Fires of Alexandria,Thomas K. Carpenter
Balanced on the Blade's Edge (Dragon Blood) (Volume 1),Lindsay A Buroker
Steampunk,
The Mammoth Book of Dieselpunk,
Dream London,Tony Ballantyne
Jacaranda: A Novella of the Clockwork Century,Cherie Priest
The Society of Blood: Obsidian Heart book 2,Mark Morris
Phoenix Rising: A Ministry of Peculiar Occurrences Novel (Ministry of Peculiar Occurrences Series),Pip Ballantine
"The Bullet-Catcher's Daughter: The Fall of the Gas-Lit Empire, Book 1",Rod Duncan
Empire in Black and Gold (Shadows of the Apt 1),Adrian Tchaikovsky
Metropolis,Thea Von Harbou
The Clockwork Dagger: A Novel (A Clockwork Dagger Novel),Beth Cato
The Curious Case of the Clockwork Man (A Burton & Swinburne Adventure),Mark Hodder
Family Blood (Wild West Exodus),Craig Gallant
Hunting Grounds: a penny dreadful (Milltown) (Volume 1),Krista Cagg
The Executioner's Heart (Newbury & Hobbes),George Mann
The Ace of Skulls: A Tale of the Ketty Jay (Tales of the Ketty Jay),Chris Wooding
The Red Plague Affair (Bannon and Clare),Lilith Saintcrow
The Janus Affair (Ministry of Peculiar Occurrences Series),Pip Ballantine
"The Never Hero: The Chronicles of Jonathan Tibbs, Book 1",T. Ellery Hodges
Time and Again,Jack Finney
Time's Divide (The Chronos Files),Rysa Walker
The Fold: A Novel,Peter Clines
The Time Traveler's Wife,Audrey Niffenegger
The Time Machine,H. G. Wells
the Split: Part 1 (Volume 1),Noel Thomas Fiems
Doctor Who: Deep Time,Trevor Baxendale
Doctor Who: Royal Blood,Una Mccormack
"Just One Damned Thing After Another: The Chronicles of St Mary's, Book 1",Jodi Taylor
Doctor Who: Big Bang Generation,Gary Russell
Time's Mirror: A CHRONOS Files Novella,Rysa Walker
The Rewind Files,Claire Willett
Time Salvager,Wesley Chu
Time Surfing: A Layman's Guide To Time Travel,Robert St.Germaine
Going Solo,Alan Tucker
Timebound (The Chronos Files),Rysa Walker
Crucible Zero: A House Immortal Novel,Devon Monk
Voyager audio book (Voyager),Diana Gabaldon
A Long Time Until Now (Temporal Displacement),Michael Z Williamson
Time's Edge (The Chronos Files),Rysa Walker
If Then,Matthew De Abaitua
The Clay Lion (The Clay Lion Series) (Volume 1),Amalie Jahn
The Memory Painter: A Novel,Gwendolyn Womack
Gray Matter,Brad Gruner
The Helix Blink,Jeanette Appel Cave
The Liminal War: a novel,Ayize Jama-Everett
"A Trail Through Time: The Chronicles of St. Mary's, Book 4",Jodi Taylor
"A Symphony of Echoes: The Chronicles of St Mary's, Book 2",Jodi Taylor
Infinity Bell: A House Immortal Novel,Devon Monk
"No Time Like the Past: The Chronicles of St. Mary, Book 5",Jodi Taylor
"A Second Chance: The Chronicles of St Mary's, Book 3",Jodi Taylor
Time's Echo: A CHRONOS Files Novella,Rysa Walker
Timescape,Gregory Benford
Manifold: Time,Stephen Baxter
The Royal Stones Of Eden (Royal Secrecies ) (Volume 1),Rae T. Alexander
The Cat Who Walks through Walls,Robert A. Heinlein
The Complete Morgaine (Morgaine Cycle),C. J. Cherryh
Doctor Who: Heart of Stone,Trevor Baxendale
The Understanding Monster - Book Three,Theo Ellsworth
"The Best Time Travel Stories of the 20th Century: Stories by Arthur C. Clarke, Jack Finney, Joe Haldeman, Ursula K. Le Guin,",
Doctor Who: Silhouette,Justin Richards
Speculations about God and the Cosmos,Stan Gudder
Doctor Who: The Blood Cell,James Goss
The Time Ships,Stephen Baxter
Arcadia: A novel,Iain Pears
Doctor Who: The Drosten's Curse,A. L. Kennedy
1633 (Ring of Fire),Eric Flint
Doctor Who: Death Riders,Justin Richards
The Time Machine (Signet Classics),H.G. Wells
Doctor Who: The Crawling Terror (Doctor Who (BBC)),Mike Tucker
Destroyer (Rewinder Series),Brett Battles
The Chronoliths,Robert Charles Wilson
The Lost Boys Symphony: A Novel,Mark Ferguson
Soldiers Out of Time (More...),Steve White
The Mammoth Book of Time Travel SF,
1634: The Galileo Affair (The Ring of Fire),Eric Flint
From Time to Time,Jack Finney
Ghosts of Time (N/A),Steve White
Ring of Fire III,
Doctor Who: System Wipe,Oli Smith
Every Anxious Wave: A Novel,Mo Daviau
Ring of Fire II (v. 2),Eric Flint
The Invisible Library,Genevieve Cogman
Time and Again: Book 1 in the History Mystery Series,Deborah Heal
Eternity (Eon),Greg Bear
Tin Men (The Clay Lion Series) (Volume 2),Amalie Jahn
Doctor Who: The Dalek Generation,Nicholas Briggs
The Dinosaur Four,Geoff Jones
Doctor Who: Shroud of Sorrow,Tommy Donbavand
"What Could Possibly Go Wrong?: The Chronicles of St. Mary, Book 6",Jodi Taylor
The Seventh Symbol: A Modern Allegory,Cynthia Foster
1636: The Devil's Opera (The Ring of Fire),Eric Flint
The Other Side of Life,Andy Kutler
Project Return Fire: A Time Travel Action Adventure,Antony Davies
"Yours Truly, 2095",Brian Paone
Grantville Gazette VII (The Ring of Fire),
"After the Fall, Before the Fall, During the Fall",Nancy Kress
A Straw Man (The Clay Lion Series) (Volume 3),Amalie Jahn
Version Control: A Novel,Dexter Palmer
The Understanding Monster - Book One,Theo Ellsworth
Time Machine (Junior Classics For Young Readers),
How to Write Science Fiction & Fantasy,Orson Scott Card
"Now Write! Science Fiction, Fantasy and Horror: Speculative Genre Exercises from Today's Best Writers and Teachers",
"Writing Monsters: How to Craft Believably Terrifying Creatures to Enhance Your Horror, Fantasy, and Science Fiction",Philip Athans
The Guide to Writing Fantasy and Science Fiction: 6 Steps to Writing and Publishing Your Bestseller!,Philip Athans
Writing Fantasy & Science Fiction: How to Create Out-of-This-World Novels and Short Stories,Orson Scott Card
The Motion Of Light In Water: Sex And Science Fiction Writing In The East Village,Samuel R. Delany
World-Building (Science Fiction Writing),Stephen L. Gillett
American Short Stories (8th Edition),Bert Hitchcock
The Writer's Complete Fantasy Reference,Writers Digest
Reflections: On the Magic of Writing,Diana Wynne Jones
Using Medicine in Science Fiction: The SF Writer's Guide to Human Biology (Science and Fiction),H. G. Stratmann
The Storyworld Box: Create-A-Story Kit,John Matthews
Time Travel: A Writer's Guide to the Real Science of Plausible Time Travel,Paul J. Nahin
The Ring of Words: Tolkien and the Oxford English Dictionary,Peter Gilliver
"Adventures in Fantasy: Lessons and Activities in Narrative and Descriptive Writing, Grades 5-9",John Gust
Writing Science Fiction & Fantasy,Analog and Isaac Asimov's Science Fiction Magazine
How to Write Horror Fiction (Genre Writing Series),William Nolan
Aliens and Alien Societies (Science Fiction Writing Series),Stanley Schmidt
Writers Workshop of Science Fiction & Fantasy,
What Kings Ate and Wizards Drank,Krista D. Ball
Forgotten Gems From The Twilight Zone: A Collection Of Television Scripts Volume 1,Andrew Ramage
Space Travel: A Writer's Guide to the Science of Interplanetary and Interstellar Travel (Science Fiction Writing Series),Ben Bova
Worlds of Wonder: How to Write Science Fiction & Fantasy,David Gerrold
J. K. Rowling: A Biography (Unauthorized Edition),Connie Ann Kirk
Sometimes the Magic Works: Lessons from a Writing Life,Terry Brooks
The Craft of Writing Science Fiction That Sells,Ben Bova
The Company They Keep: C. S. Lewis and J. R. R. Tolkien as Writers in Community,Diana Pavlac Glyer
100 Prompts for Science Fiction Writers (Writer's Muse),Jarod K. Anderson
Paragons: Twelve Master Science Fiction Writers Ply Their Crafts,
Get Started in: Writing Science Fiction and Fantasy (Teach Yourself: Writing),Adam Roberts
The Writer's Guide to Creating a Science Fiction Universe,George Ochoa
"Practicing Science Fiction: Critical Essays on Writing, Reading and Teaching the Genre",Karen Hellekson
Christopher Paolini (Who Wrote That?),John Bankston
